ID;Vorname;Nachname;Angezeigter Name (kurz);Angezeigter Name;Verein;Position;Marktwert;Punkte;Notendurchschnitt
pl-k00149648;Yousef;Qashi;Qashi;Yousef Qashi;Bayern München;MIDFIELDER;999000000;0;0.0
pl-k00149654;Mansour;Ouro-Tagba;Ouro-Tagba;Mansour Ouro-Tagba;1. FC Köln;FORWARD;999000000;0;0.0
pl-k00149663;Tim;Philipp;T. Philipp;Tim Philipp;TSG Hoffenheim;GOALKEEPER;999000000;0;0.0
pl-k00149665;Yannis;Hör;Hör;Yannis Hör;TSG Hoffenheim;DEFENDER;999000000;0;0.0
pl-k00149666;Lars;Strobl;Strobl;Lars Strobl;TSG Hoffenheim;DEFENDER;999000000;0;0.0
pl-k00149673;Hennes;Behrens;Behrens;Hennes Behrens;TSG Hoffenheim;DEFENDER;500000;2;3.5
pl-k00149678;Paul;Hennrich;Hennrich;Paul Hennrich;TSG Hoffenheim;MIDFIELDER;999000000;2;0.0
pl-k00149730;Luca;Lechner;Lechner;Luca Lechner;1. FC Köln;DEFENDER;999000000;0;0.0
pl-k00149753;Adam;Kölle;Kölle;Adam Kölle;1. FC Heidenheim;DEFENDER;500000;0;0.0
pl-k00149771;Yannick;Onohiol;Onohiol;Yannick Onohiol;TSG Hoffenheim;GOALKEEPER;999000000;0;0.0
pl-k00149797;Kelven;Frees;Frees;Kelven Frees;TSG Hoffenheim;DEFENDER;999000000;0;0.0
pl-k00149901;Kevin Julian;Jendrzej;Jendrzej;Kevin Julian Jendrzej;FC St. Pauli;GOALKEEPER;999000000;0;0.0
pl-k00149925;Jamel;Gramberg;Gramberg;Jamel Gramberg;FC St. Pauli;MIDFIELDER;999000000;0;0.0
pl-k00149981;Jakob;Krautkrämer;Krautkrämer;Jakob Krautkrämer;1. FC Köln;DEFENDER;999000000;0;0.0
pl-k00149983;Neo;Telle;Telle;Neo Telle;1. FC Köln;DEFENDER;500000;0;0.0
pl-k00149990;Phil;Thieltges;Thieltges;Phil Thieltges;1. FC Köln;MIDFIELDER;999000000;0;0.0
pl-k00149991;Arda;Süne;Süne;Arda Süne;1. FC Köln;MIDFIELDER;999000000;0;0.0
pl-k00150043;Ben Opoku;Labes;Labes;Ben Opoku Labes;TSG Hoffenheim;FORWARD;999000000;0;0.0
pl-k00150252;Jeremiaha;Maluze;Maluze;Jeremiaha Maluze;Eintracht Frankfurt;DEFENDER;999000000;0;0.0
pl-k00150324;Julius;Grunwald;Grunwald;Julius Grunwald;FC St. Pauli;DEFENDER;999000000;0;0.0
pl-k00150344;Luke;Gauer;Gauer;Luke Gauer;1. FSV Mainz 05;GOALKEEPER;999000000;0;0.0
pl-k00150345;Melvin;Hellmann;Hellmann;Melvin Hellmann;Eintracht Frankfurt;GOALKEEPER;999000000;0;0.0
pl-k00150346;Yurij;Obert;Obert;Yurij Obert;Eintracht Frankfurt;GOALKEEPER;999000000;0;0.0
pl-k00150347;Fousseny;Doumbia;Doumbia;Fousseny Doumbia;Eintracht Frankfurt;DEFENDER;999000000;0;0.0
pl-k00150356;Paul;Wünsch;Wünsch;Paul Wünsch;Eintracht Frankfurt;FORWARD;999000000;0;0.0
pl-k00150640;Javier;Fernandez Gonzalez;Fernandez Gonzalez;Javier Fernandez Gonzalez;Bayern München;MIDFIELDER;999000000;0;0.0
pl-k00150671;Andrej;Ilic;Ilic;Andrej Ilic;1. FC Union Berlin;FORWARD;2200000;74;3.67
pl-k00150987;Junior;Awusi Boddien;Awusi Boddien;Junior Awusi Boddien;Eintracht Frankfurt;MIDFIELDER;999000000;0;0.0
pl-k00151054;Hugo;Larsson;Larsson;Hugo Larsson;Eintracht Frankfurt;MIDFIELDER;3000000;146;3.45
pl-k00151289;Noah;Fenyö;Fenyö;Noah Fenyö;Eintracht Frankfurt;MIDFIELDER;500000;0;0.0
pl-k00151360;David;Leal Costa;Leal Costa;David Leal Costa;VfL Wolfsburg;FORWARD;500000;0;0.0
pl-k00151362;Florian;Hellstern;Hellstern;Florian Hellstern;VfB Stuttgart;GOALKEEPER;999000000;0;0.0
pl-k00151365;Nick;Cherny;Cherny;Nick Cherny;Borussia Dortmund;MIDFIELDER;999000000;0;0.0
pl-k00151370;Kilian;Sauck;Sauck;Kilian Sauck;Bor. Mönchengladbach;MIDFIELDER;999000000;0;0.0
pl-k00151371;Otto;Stange;Stange;Otto Stange;Hamburger SV;FORWARD;700000;0;0.0
pl-k00151675;Danylo;Krevsun;Krevsun;Danylo Krevsun;Borussia Dortmund;MIDFIELDER;999000000;0;0.0
pl-k00151695;Aiden;Harangi;Harangi;Aiden Harangi;Eintracht Frankfurt;DEFENDER;999000000;0;0.0
pl-k00151804;Nick;Zimmermann;Zimmermann;Nick Zimmermann;1. FC Köln;DEFENDER;999000000;0;0.0
pl-k00151839;Tim;Binder;Binder;Tim Binder;Bayern München;FORWARD;999000000;0;0.0
pl-k00151844;Felix;Meiser;Meiser;Felix Meiser;FC Augsburg;DEFENDER;500000;0;0.0
pl-k00152047;Shio;Fukuda;Fukuda;Shio Fukuda;Bor. Mönchengladbach;FORWARD;700000;15;0.0
pl-k00152300;Kurt;Rüger;Rüger;Kurt Rüger;Bayern München;DEFENDER;999000000;0;0.0
pl-k00152311;Dillon;Berko;Berko;Dillon Berko;Bor. Mönchengladbach;DEFENDER;999000000;0;0.0
pl-k00152335;Michael;Scott;Scott;Michael Scott;Bayern München;FORWARD;999000000;0;0.0
pl-k00152407;Christopher;Olivier;Olivier;Christopher Olivier;VfB Stuttgart;MIDFIELDER;999000000;0;0.0
pl-k00153240;Oladapo;Afolayan;Afolayan;Oladapo Afolayan;FC St. Pauli;FORWARD;1700000;69;3.96
pl-k00153242;Oliver;Sorg;Sorg;Oliver Sorg;FC Augsburg;DEFENDER;500000;0;0.0
pl-k00153578;Gift;Orban;Orban;Gift Orban;TSG Hoffenheim;FORWARD;1700000;24;4.08
pl-k00153662;Kaishu;Sano;Kai. Sano;Kaishu Sano;1. FSV Mainz 05;MIDFIELDER;3200000;189;3.13
pl-k00153733;Cole;Campbell;Campbell;Cole Campbell;Borussia Dortmund;FORWARD;1000000;8;0.0
pl-k00153779;Johan;Manzambi;Manzambi;Johan Manzambi;SC Freiburg;MIDFIELDER;1800000;52;2.88
pl-k00153780;Mateo;Zelic;Zelic;Mateo Zelic;SC Freiburg;MIDFIELDER;999000000;0;0.0
pl-k00154032;Mats;Heitmann;Heitmann;Mats Heitmann;Werder Bremen;DEFENDER;999000000;0;0.0
pl-k00154311;Deniz;Zeitler;Zeitler;Deniz Zeitler;TSG Hoffenheim;FORWARD;999000000;0;0.0
pl-k00154398;Safyan;Touré;Touré;Safyan Touré;1. FC Köln;FORWARD;999000000;0;0.0
pl-k00154544;Constantin;Kresin;Kresin;Constantin Kresin;FC Augsburg;MIDFIELDER;999000000;0;0.0
pl-k00154546;Noahkai;Banks;Banks;Noahkai Banks;FC Augsburg;DEFENDER;1400000;28;3.0
pl-k00154548;David;Dreo;Dreo;David Dreo;FC Augsburg;FORWARD;999000000;0;0.0
pl-k00154818;Jonas;Feddersen;Feddersen;Jonas Feddersen;Borussia Dortmund;MIDFIELDER;999000000;0;0.0
pl-k00154820;Fritz;Fleck;Fleck;Fritz Fleck;Bor. Mönchengladbach;MIDFIELDER;999000000;0;0.0
pl-k00155036;Konstantin;Schopp;Schopp;Konstantin Schopp;1. FSV Mainz 05;DEFENDER;600000;0;0.0
pl-k00155136;Kaua;Morais Vieira dos Santos;Kaua Santos;Kaua Santos;Eintracht Frankfurt;GOALKEEPER;1000000;59;3.06
pl-k00155318;Youssoupha;Niang;Niang;Youssoupha Niang;1. FC Köln;FORWARD;999000000;0;0.0
pl-k00155503;Bennedikt;Wüstenhagen;Wüstenhagen;Bennedikt Wüstenhagen;Borussia Dortmund;FORWARD;999000000;0;0.0
pl-k00155505;Anthony;Pavlesic;Pavlesic;Anthony Pavlesic;Bayern München;GOALKEEPER;999000000;0;0.0
pl-k00155784;Louis;Babatz;Babatz;Louis Babatz;1. FSV Mainz 05;GOALKEEPER;999000000;0;0.0
pl-k00155785;Niklas;Tuppeck;Tuppeck;Niklas Tuppeck;Hamburger SV;FORWARD;999000000;0;0.0
pl-k00155808;Livan;Burcu;Burcu;Livan Burcu;1. FC Union Berlin;FORWARD;1600000;0;0.0
pl-k00156015;Lennart;Karl;Karl;Lennart Karl;Bayern München;MIDFIELDER;1000000;0;0.0
pl-k00156018;Jeremiah;Mensah;Mensah;Jeremiah Mensah;Bayer 04 Leverkusen;MIDFIELDER;500000;0;0.0
pl-k00156270;Drew;Murray;Murray;Drew Murray;SC Freiburg;DEFENDER;999000000;0;0.0
pl-k00156434;Leon;Avdullahu;Avdullahu;Leon Avdullahu;TSG Hoffenheim;MIDFIELDER;1800000;0;0.0
pl-k00156588;Tidiam;Gomis;Gomis;Tidiam Gomis;RB Leipzig;FORWARD;1200000;18;3.75
pl-k00156895;Andrija;Maksimovic;Maksimovic;Andrija Maksimovic;RB Leipzig;MIDFIELDER;1600000;0;0.0
pl-k00156899;Lazar;Jovanovic;Jovanovic;Lazar Jovanovic;VfB Stuttgart;MIDFIELDER;1400000;0;0.0
pl-k00157036;Ljubo;Puljic;Puljic;Ljubo Puljic;Bayern München;DEFENDER;999000000;0;0.0
pl-k00157873;Jussef;Nasrawe;Nasrawe;Jussef Nasrawe;Bayern München;MIDFIELDER;999000000;0;0.0
pl-k00158031;Moritz;Kaube;Kaube;Moritz Kaube;FC Augsburg;MIDFIELDER;999000000;0;0.0
pl-k00158085;David ;Tritschler;Tritschler;David  Tritschler;VfB Stuttgart;FORWARD;999000000;0;0.0
pl-k00158133;Davis;Bautista;Bautista;Davis Bautista;Eintracht Frankfurt;DEFENDER;999000000;0;0.0
pl-k00158167;Simon;Kalambayi;Kalambayi;Simon Kalambayi;TSG Hoffenheim;FORWARD;999000000;0;0.0
pl-k00158365;Luka;Parkadze;Parkadze;Luka Parkadze;Bayern München;MIDFIELDER;999000000;0;0.0
pl-k00158531;Yilmaz;Aktas;Aktas;Yilmaz Aktas;Borussia Dortmund;GOALKEEPER;999000000;0;0.0
pl-k00158641;Emanuel;Marincau;Marincau;Emanuel Marincau;1. FSV Mainz 05;DEFENDER;999000000;0;0.0
pl-k00158644;Jusuf;Ugljanin;Ugljanin;Jusuf Ugljanin;1. FSV Mainz 05;DEFENDER;999000000;0;0.0
pl-k00158646;Ilias;Elyazidi;Elyazidi;Ilias Elyazidi;1. FC Köln;MIDFIELDER;999000000;0;0.0
pl-k00158649;Fritz;Engel;Engel;Fritz Engel;1. FSV Mainz 05;MIDFIELDER;999000000;0;0.0
pl-k00158733;Oluwaseun;Ogbemudia;Ogbemudia;Oluwaseun Ogbemudia;1. FC Union Berlin;DEFENDER;500000;0;0.0
pl-k00158870;Lennart;Baum;Baum;Lennart Baum;Werder Bremen;MIDFIELDER;999000000;0;0.0
pl-k00158873;Julius;Joas;Joas;Julius Joas;Werder Bremen;MIDFIELDER;999000000;0;0.0
pl-k00158874;Jannes;Warnken;Warnken;Jannes Warnken;Werder Bremen;MIDFIELDER;999000000;0;0.0
pl-k00158875;Princewill;M'Bock-Omorodion;M'Bock-Omorodion;Princewill M'Bock-Omorodion;Werder Bremen;FORWARD;999000000;0;0.0
pl-k00158876;Salim;Musah;Musah;Salim Musah;Werder Bremen;FORWARD;500000;0;0.0
pl-k00158911;Fernando;Dickes;Dickes;Fernando Dickes;Hamburger SV;GOALKEEPER;500000;0;0.0
pl-k00158916;Leon;Koß;Koß;Leon Koß;SC Freiburg;DEFENDER;999000000;0;0.0
pl-k00158918;Nuha;Jatta;Jatta;Nuha Jatta;RB Leipzig;MIDFIELDER;500000;0;0.0
pl-k00158940;Ousmane;Diallo;Diallo;Ousmane Diallo;Borussia Dortmund;FORWARD;999000000;0;0.0
pl-k00158947;Gianluca;Pelzer;Pelzer;Gianluca Pelzer;TSG Hoffenheim;DEFENDER;999000000;0;0.0
pl-k00158951;Luiz;Labenz;Labenz;Luiz Labenz;1. FC Köln;FORWARD;999000000;0;0.0
pl-k00158955;Jan;Urbich;Urbich;Jan Urbich;Bor. Mönchengladbach;FORWARD;999000000;0;0.0
pl-k00159092;Tebo;Gabriel;Gabriel;Tebo Gabriel;1. FSV Mainz 05;MIDFIELDER;999000000;0;0.0
pl-k00159100;Alex;Honajzer;Honajzer;Alex Honajzer;TSG Hoffenheim;MIDFIELDER;999000000;0;0.0
pl-k00159101;Melvin;Onos;Onos;Melvin Onos;TSG Hoffenheim;MIDFIELDER;999000000;0;0.0
pl-k00159104;Blessing;Makanda;Makanda;Blessing Makanda;TSG Hoffenheim;FORWARD;999000000;0;0.0
pl-k00159131;Maximilian;Herwerth;Herwerth;Maximilian Herwerth;VfB Stuttgart;DEFENDER;999000000;0;0.0
pl-k00159132;Dorian;Migalic;Migalic;Dorian Migalic;Hamburger SV;DEFENDER;999000000;0;0.0
pl-k00159135;Kenny;Freßle;Freßle;Kenny Freßle;VfB Stuttgart;MIDFIELDER;999000000;0;0.0
pl-k00159136;Julian;Lüers;Lüers;Julian Lüers;VfB Stuttgart;MIDFIELDER;999000000;0;0.0
pl-k00159137;Efe;Korkut;Korkut;Efe Korkut;VfB Stuttgart;MIDFIELDER;999000000;0;0.0
pl-k00159140;Lauri;Penna;Penna;Lauri Penna;VfB Stuttgart;MIDFIELDER;999000000;0;0.0
pl-k00159141;Rawley;St. John;St. John;Rawley St. John;FC St. Pauli;MIDFIELDER;999000000;0;0.0
pl-k00159341;Andrik;Markgraf;Markgraf;Andrik Markgraf;1. FC Union Berlin;DEFENDER;500000;0;0.0
pl-k00159353;Luc;Dabrowski;Dabrowski;Luc Dabrowski;1. FC Köln;DEFENDER;999000000;0;0.0
pl-k00159369;Jannik;Robatsch;Robatsch;Jannik Robatsch;FC St. Pauli;DEFENDER;1400000;0;0.0
pl-k00159488;Noah;George;George;Noah George;FC Augsburg;GOALKEEPER;999000000;0;0.0
pl-k00159491;Louis;Stegmiller;Stegmiller;Louis Stegmiller;FC Augsburg;DEFENDER;999000000;0;0.0
pl-k00159500;Jonas;Ruf;Ruf;Jonas Ruf;FC Augsburg;MIDFIELDER;999000000;0;0.0
pl-k00159501;Kerim;Yaman;Yaman;Kerim Yaman;FC Augsburg;MIDFIELDER;999000000;0;0.0
pl-k00159502;Fynn;Heinze;Heinze;Fynn Heinze;FC Augsburg;FORWARD;999000000;0;0.0
pl-k00159506;Jannis;Bärtl;Bärtl;Jannis Bärtl;Bayern München;GOALKEEPER;999000000;0;0.0
pl-k00159515;Kemal;Cirpan;Cirpan;Kemal Cirpan;Bor. Mönchengladbach;MIDFIELDER;999000000;0;0.0
pl-k00159543;Antonio;Jozanovic;Jozanovic;Antonio Jozanovic;Bor. Mönchengladbach;MIDFIELDER;999000000;0;0.0
pl-k00159563;Luis;Hauer;Hauer;Luis Hauer;1. FC Köln;GOALKEEPER;999000000;0;0.0
pl-k00159564;Gabriel;Miocevic;Miocevic;Gabriel Miocevic;1. FC Köln;DEFENDER;999000000;0;0.0
pl-k00159566;San-Luca;Spitali;Spitali;San-Luca Spitali;1. FC Köln;DEFENDER;999000000;0;0.0
pl-k00159569;Keyhan;Sancarbarlaz;Sancarbarlaz;Keyhan Sancarbarlaz;1. FC Köln;MIDFIELDER;999000000;0;0.0
pl-k00159572;Kian;Hekmat;Hekmat;Kian Hekmat;1. FC Köln;FORWARD;999000000;0;0.0
pl-k00159607;Nick;Rothweiler;Rothweiler;Nick Rothweiler;1. FC Heidenheim;MIDFIELDER;500000;0;0.0
pl-k00159629;Said;El Mala;S. El Mala;Said El Mala;1. FC Köln;MIDFIELDER;1700000;0;0.0
pl-k00159630;Malek;El Mala;M. El Mala;Malek El Mala;1. FC Köln;FORWARD;500000;0;0.0
pl-k00159734;Jeremy;Gandert;Gandert;Jeremy Gandert;Hamburger SV;DEFENDER;999000000;0;0.0
pl-k00159738;Jamal;Nabe;Nabe;Jamal Nabe;Hamburger SV;DEFENDER;999000000;0;0.0
pl-k00159740;Davis;Rath;Rath;Davis Rath;Hamburger SV;MIDFIELDER;999000000;0;0.0
pl-k00159893;Nilvan;Prabakaran;Prabakaran;Nilvan Prabakaran;Hamburger SV;MIDFIELDER;999000000;0;0.0
pl-k00159959;Max;Lippert;Lippert;Max Lippert;1. FC Köln;DEFENDER;999000000;0;0.0
pl-k00160033;Ivan;Yermachkov;Yermachkov;Ivan Yermachkov;Werder Bremen;DEFENDER;999000000;0;0.0
pl-k00160054;Talha;Catkaya;Catkaya;Talha Catkaya;Bor. Mönchengladbach;DEFENDER;999000000;0;0.0
pl-k00160060;Flavjo;Hoxha;Hoxha;Flavjo Hoxha;Bor. Mönchengladbach;MIDFIELDER;999000000;0;0.0
pl-k00160065;Yannick;Michaelis;Michaelis;Yannick Michaelis;Bor. Mönchengladbach;MIDFIELDER;999000000;0;0.0
pl-k00160067;Maximilian;Schuhbauer;Schuhbauer;Maximilian Schuhbauer;Bayern München;DEFENDER;999000000;0;0.0
pl-k00160071;Max;Mergner;Mergner;Max Mergner;Bayern München;MIDFIELDER;999000000;0;0.0
pl-k00160072;Louis;Richter;Richter;Louis Richter;Bayern München;FORWARD;999000000;0;0.0
pl-k00160074;Mudaser;Sadat;Sadat;Mudaser Sadat;Bayern München;MIDFIELDER;999000000;0;0.0
pl-k00160865;Thieß;Mahnel;Mahnel;Thieß Mahnel;FC St. Pauli;DEFENDER;999000000;0;0.0
pl-k00160867;Ols;Backhaus;Backhaus;Ols Backhaus;FC St. Pauli;MIDFIELDER;999000000;0;0.0
pl-k00160969;Wesley;Adeh;Adeh;Wesley Adeh;Werder Bremen;MIDFIELDER;500000;0;0.0
pl-k00160976;Ebu Bekir;Is;Is;Ebu Bekir Is;Eintracht Frankfurt;MIDFIELDER;999000000;0;0.0
pl-k00161192;Mick;Schmetgens;Schmetgens;Mick Schmetgens;Werder Bremen;DEFENDER;500000;0;0.0
pl-k00161346;Karim;Coulibaly;Coulibaly;Karim Coulibaly;Werder Bremen;DEFENDER;500000;0;0.0
pl-k00161347;Sisco Ngambia;Dzonga;Dzonga;Sisco Ngambia Dzonga;FC St. Pauli;DEFENDER;999000000;0;0.0
pl-k00161375;Kaan;Inanoglu;Inanoglu;Kaan Inanoglu;Eintracht Frankfurt;FORWARD;999000000;0;0.0
pl-k00161747;Ben;Ostermann;Ostermann;Ben Ostermann;Werder Bremen;MIDFIELDER;999000000;0;0.0
pl-k00161799;Marwin;Schmitz;Schmitz;Marwin Schmitz;FC St. Pauli;MIDFIELDER;500000;0;0.0
pl-k00162249;Juri;Behr;Behr;Juri Behr;FC St. Pauli;GOALKEEPER;999000000;0;0.0
pl-k00162917;Kelvin;Ojo;Ojo;Kelvin Ojo;Hamburger SV;MIDFIELDER;999000000;0;0.0
pl-k00162943;Junior;Atemkeng;Atemkeng;Junior Atemkeng;SC Freiburg;DEFENDER;999000000;0;0.0
pl-k00163142;Toralf;Hense;Hense;Toralf Hense;FC St. Pauli;FORWARD;999000000;0;0.0
pl-k00163273;Rinto;Hanashiro;Hanashiro;Rinto Hanashiro;Eintracht Frankfurt;MIDFIELDER;999000000;0;0.0
pl-k00163983;Florian;Hangl;Hangl;Florian Hangl;FC Augsburg;MIDFIELDER;999000000;0;0.0
pl-k00164430;Erik;Ahlstrand;Ahlstrand;Erik Ahlstrand;FC St. Pauli;MIDFIELDER;1000000;10;0.0
pl-k00164538;Guido;Della Rovere;Della Rovere;Guido Della Rovere;Bayern München;MIDFIELDER;999000000;0;0.0
pl-k00164883;Magnus;Dalpiaz;Dalpiaz;Magnus Dalpiaz;Bayern München;DEFENDER;999000000;0;0.0
pl-k00164886;Julien;Yanda;Yanda;Julien Yanda;Bayern München;DEFENDER;999000000;0;0.0
pl-k00164887;Arda;Halicioglu;Halicioglu;Arda Halicioglu;Werder Bremen;MIDFIELDER;999000000;0;0.0
pl-k00164970;Jonah;Kusi-Asare;Kusi-Asare;Jonah Kusi-Asare;Bayern München;FORWARD;500000;2;0.0
pl-k00164996;Isak;Hansen-Aaröen;Hansen-Aaröen;Isak Hansen-Aaröen;Werder Bremen;MIDFIELDER;800000;0;0.0
pl-k00165452;Pharell;Kegni;Kegni;Pharell Kegni;Borussia Dortmund;FORWARD;999000000;0;0.0
pl-k00165469;Bajung;Darboe;Darboe;Bajung Darboe;Bayern München;FORWARD;999000000;0;0.0
pl-k00165501;Kasey;Bos;Bos;Kasey Bos;1. FSV Mainz 05;DEFENDER;1000000;0;0.0
pl-k00165957;Joyeux;Masanka Bungi;Masanka Bungi;Joyeux Masanka Bungi;RB Leipzig;DEFENDER;500000;0;0.0
pl-k00166550;Jannik;Westphal;Westphal;Jannik Westphal;FC St. Pauli;DEFENDER;999000000;0;0.0
pl-k00167084;Mathys;Angely;Angely;Mathys Angely;VfL Wolfsburg;DEFENDER;500000;0;0.0
pl-k00167638;Mussa;Kaba;Kaba;Mussa Kaba;Borussia Dortmund;MIDFIELDER;999000000;0;0.0
pl-k00167652;Viggo;Gebel;Gebel;Viggo Gebel;RB Leipzig;MIDFIELDER;600000;2;0.0
pl-k00167677;Marvin;Dills;Dills;Marvin Dills;Eintracht Frankfurt;MIDFIELDER;999000000;0;0.0
pl-k00167709;Nilas;Yacobi;Yacobi;Nilas Yacobi;1. FC Köln;FORWARD;999000000;0;0.0
pl-k00167712;Arnaud;Riedel;Riedel;Arnaud Riedel;Hamburger SV;MIDFIELDER;999000000;0;0.0
pl-k00167713;Mauro;Hämmerle;Hämmerle;Mauro Hämmerle;FC Augsburg;FORWARD;999000000;0;0.0
pl-k00167717;Jack;James;James;Jack James;SC Freiburg;FORWARD;999000000;0;0.0
pl-k00167749;Kacper;Potulski;Potulski;Kacper Potulski;1. FSV Mainz 05;DEFENDER;999000000;0;0.0
pl-k00167865;Roko;Mijatovic;Mijatovic;Roko Mijatovic;Bayern München;DEFENDER;999000000;0;0.0
pl-k00167908;Jordi;Paulina;Paulina;Jordi Paulina;Borussia Dortmund;FORWARD;999000000;0;0.0
pl-k00167928;Alexander;Rössing-Lelesiit;Rössing-Lelesiit;Alexander Rössing-Lelesiit;Hamburger SV;MIDFIELDER;600000;0;0.0
pl-k00168200;Patrice;Covic;Covic;Patrice Covic;Werder Bremen;MIDFIELDER;500000;0;0.0
pl-k00168355;Luca;Schulten;Schulten;Luca Schulten;SC Freiburg;FORWARD;999000000;0;0.0
pl-k00168356;Marius;Klein;Klein;Marius Klein;SC Freiburg;DEFENDER;999000000;0;0.0
pl-k00168654;Sherly;Schulz;S. Schulz;Sherly Schulz;1. FC Union Berlin;GOALKEEPER;999000000;0;0.0
pl-k00168948;Nayrobi;Vargas;Vargas;Nayrobi Vargas;1. FSV Mainz 05;FORWARD;999000000;0;0.0
pl-k00168971;Jakub;Zielinski;Zielinski;Jakub Zielinski;VfL Wolfsburg;GOALKEEPER;500000;0;0.0
pl-k00168998;Bernie;Lennemann;Lennemann;Bernie Lennemann;1. FC Köln;FORWARD;999000000;0;0.0
pl-k00169014;Alejo;Sarco;Sarco;Alejo Sarco;Bayer 04 Leverkusen;FORWARD;500000;0;0.0
pl-k00169052;Isma;Baraze Adam;Baraze Adam;Isma Baraze Adam;FC St. Pauli;FORWARD;999000000;0;0.0
pl-k00169121;Krish;Raweri;Raweri;Krish Raweri;SC Freiburg;FORWARD;999000000;0;0.0
pl-k00169303;Artur;Degraf;Degraf;Artur Degraf;Bayern München;FORWARD;999000000;0;0.0
pl-k00169471;Jose Maria;Andres Baixauli;Chema Andres;Chema Andres;VfB Stuttgart;MIDFIELDER;1500000;0;0.0
pl-k00169824;Kilian;Katz;Katz;Kilian Katz;SC Freiburg;GOALKEEPER;999000000;0;0.0
pl-k00169829;Billal;Mohamed;Mohamed;Billal Mohamed;SC Freiburg;MIDFIELDER;999000000;0;0.0
pl-k00169835;Mika;Reifsteck;Reifsteck;Mika Reifsteck;SC Freiburg;MIDFIELDER;999000000;0;0.0
pl-k00169838;Rouven;Tarnutzer;Tarnutzer;Rouven Tarnutzer;SC Freiburg;MIDFIELDER;999000000;0;0.0
pl-k00169871;Mirza;Catovic;Catovic;Mirza Catovic;VfB Stuttgart;MIDFIELDER;999000000;0;0.0
pl-k00169874;Deli;Hajdini;Hajdini;Deli Hajdini;VfB Stuttgart;FORWARD;999000000;0;0.0
pl-k00169915;Stefan;Smarkalev;Smarkalev;Stefan Smarkalev;Werder Bremen;GOALKEEPER;500000;0;0.0
pl-k00170034;Kevin;Founes;Founes;Kevin Founes;SC Freiburg;MIDFIELDER;999000000;0;0.0
pl-k00170168;Colin;Poppelbaum;Poppelbaum;Colin Poppelbaum;Hamburger SV;GOALKEEPER;999000000;0;0.0
pl-k00170584;Artem;Belousov;Belousov;Artem Belousov;1. FC Köln;FORWARD;999000000;0;0.0
pl-k00170610;Felipe;Chavez;Chavez;Felipe Chavez;Bayern München;MIDFIELDER;999000000;0;0.0
pl-k00170954;Nick;Schmidt;Schmidt;Nick Schmidt;FC St. Pauli;MIDFIELDER;500000;0;0.0
pl-k00170963;Shafiq;Nandja;Nandja;Shafiq Nandja;Hamburger SV;DEFENDER;999000000;0;0.0
pl-k00170967;Moritz;Reimers;Reimers;Moritz Reimers;Hamburger SV;MIDFIELDER;999000000;0;0.0
pl-k00171826;Taiyu;Yamasaki;Yamasaki;Taiyu Yamasaki;1. FSV Mainz 05;MIDFIELDER;999000000;0;0.0
pl-k00171930;Cyriaque;Irié;Irié;Cyriaque Irié;SC Freiburg;FORWARD;1600000;0;0.0
pl-k00172043;Bismark;Adomah;Adomah;Bismark Adomah;SC Freiburg;FORWARD;999000000;0;0.0
pl-k00172514;Patrik;Kristal;Kristal;Patrik Kristal;1. FC Köln;MIDFIELDER;999000000;0;0.0
pl-k00172586;Aboubaka;Soumahoro;Soumahoro;Aboubaka Soumahoro;Hamburger SV;DEFENDER;1400000;0;0.0
pl-k00173671;Kevin;Motowilczuk;Motowilczuk;Kevin Motowilczuk;FC Augsburg;FORWARD;999000000;0;0.0
pl-k00173877;Axel;Tape;Tape;Axel Tape;Bayer 04 Leverkusen;DEFENDER;1200000;0;0.0
pl-k00174197;Abdoulie;Ceesay;Ceesay;Abdoulie Ceesay;FC St. Pauli;FORWARD;1000000;14;0.0
pl-k00174390;Arne;Wessels;Wessels;Arne Wessels;Borussia Dortmund;FORWARD;999000000;0;0.0
pl-k00174580;Christian;Kofane;Kofane;Christian Kofane;Bayer 04 Leverkusen;FORWARD;1400000;0;0.0
pl-k00174794;Bazoumana;Touré;Touré;Bazoumana Touré;TSG Hoffenheim;FORWARD;2000000;44;3.57
pl-k00175003;Justin;Adozi;Adozi;Justin Adozi;Bor. Mönchengladbach;FORWARD;999000000;0;0.0
pl-k00176299;Yan;Diomande;Diomande;Yan Diomande;RB Leipzig;FORWARD;1600000;0;0.0
pl-k00177037;Haron;Sabah;Sabah;Haron Sabah;FC St. Pauli;FORWARD;999000000;0;0.0
pl-k00177748;Raif;Adam;Adam;Raif Adam;Hamburger SV;FORWARD;999000000;0;0.0
pl-k00178084;Simon;Kristiansen;Kristiansen;Simon Kristiansen;Hamburger SV;DEFENDER;999000000;0;0.0
pl-k00178321;Daniel;Labila;Labila;Daniel Labila;TSG Hoffenheim;FORWARD;999000000;0;0.0
pl-k00178477;Andre;Gitau;Gitau;Andre Gitau;1. FSV Mainz 05;FORWARD;999000000;0;0.0
